gender,age,marital_status,highest_qualification,nationality,ethnicity,gross_income,region,smoke,amt_weekends,amt_weekdays
Female,Middle-Aged,Divorced,GCSE/O Level,British,White,"2,600 to 5,200",London,True,10,2
Male,Middle-Aged,Married,Degree,British,White,"10,400 to 15,600",London,False,0,0
Female,Young,Single,Degree,Other,White,"Under 2,600",London,True,5,0
Male,Old,Married,ONC/BTEC,English,White,"5,200 to 10,400",London,False,0,0
Female,Young,Married,GCSE/O Level,English,White,"15,600 to 20,800",London,False,0,0
Male,Old,Widowed,No Qualification,Irish,White,"5,200 to 10,400",London,False,0,0
Female,Middle-Aged,Married,Degree,British,White,"10,400 to 15,600",London,False,0,0
Male,Middle-Aged,Married,Degree,Other,White,"Above 36,400",London,False,0,0
Male,Old,Married,Other/Sub Degree,Other,White,"2,600 to 5,200",London,True,3,3
Male,Young,Single,Degree,British,White,"15,600 to 20,800",London,False,0,0
Female,Young,Single,Degree,English,White,"20,800 to 28,600",London,False,0,0
Male,Young,Married,Degree,English,White,"Above 36,400",London,False,0,0
Male,Young,Married,Other/Sub Degree,Other,White,"28,600 to 36,400",London,False,0,0
Female,Middle-Aged,Divorced,No Qualification,British,White,"2,600 to 5,200",London,True,20,20
Female,Young,Separated,Other/Sub Degree,British,Black,"5,200 to 10,400",London,False,0,0
Male,Young,Single,GCSE/O Level,Other,Black,"Under 2,600",London,False,0,0
Female,Old,Married,GCSE/O Level,British,Black,"5,200 to 10,400",London,False,0,0
Female,Middle-Aged,Single,GCSE/O Level,Other,Black,"10,400 to 15,600",London,False,0,0
Male,Middle-Aged,Married,No Qualification,English,Mixed,"20,800 to 28,600",London,False,0,0
Female,Young,Married,GCSE/O Level,British,White,"5,200 to 10,400",London,False,0,0
Female,Middle-Aged,Separated,No Qualification,English,White,"2,600 to 5,200",London,False,0,0
Female,Old,Married,No Qualification,British,White,"28,600 to 36,400",London,False,0,0
Female,Middle-Aged,Married,A Levels,English,White,"10,400 to 15,600",London,True,2,0
Female,Middle-Aged,Single,GCSE/O Level,English,White,"2,600 to 5,200",London,False,0,0
Female,Middle-Aged,Divorced,GCSE/O Level,British,White,"20,800 to 28,600",London,False,0,0
Female,Middle-Aged,Single,GCSE/O Level,Other,Black,"5,200 to 10,400",London,True,25,10
Female,Middle-Aged,Separated,GCSE/O Level,Scottish,White,"20,800 to 28,600",London,True,25,25
Female,Middle-Aged,Divorced,GCSE/O Level,British,Black,"20,800 to 28,600",London,True,15,10
Female,Young,Single,GCSE/CSE,British,White,"2,600 to 5,200",London,False,0,0
Female,Old,Widowed,GCSE/CSE,British,Black,"10,400 to 15,600",London,False,0,0
Male,Old,Single,Higher/Sub Degree,English,White,"10,400 to 15,600",London,True,20,20
Male,Middle-Aged,Divorced,No Qualification,English,White,"20,800 to 28,600",London,False,0,0
Male,Middle-Aged,Married,Higher/Sub Degree,Other,Black,"20,800 to 28,600",London,False,0,0
Female,Middle-Aged,Separated,GCSE/CSE,English,White,"10,400 to 15,600",London,False,0,0
Female,Old,Single,No Qualification,British,White,"5,200 to 10,400",London,False,0,0
Male,Young,Single,ONC/BTEC,British,White,"15,600 to 20,800",London,True,15,20
Female,Young,Single,Other/Sub Degree,British,Chinese,"20,800 to 28,600",London,True,5,2
Female,Young,Widowed,Degree,Other,Chinese,"5,200 to 10,400",London,False,0,0
Male,Young,Single,ONC/BTEC,Other,Black,"28,600 to 36,400",London,False,0,0
Female,Young,Single,Degree,British,Black,"5,200 to 10,400",London,True,10,8
Female,Young,Single,No Qualification,Other,White,"5,200 to 10,400",London,False,0,0
Male,Old,Divorced,No Qualification,British,Black,"5,200 to 10,400",London,False,0,0
Female,Young,Single,No Qualification,Other,Black,"20,800 to 28,600",London,False,0,0
Female,Old,Married,No Qualification,British,White,"10,400 to 15,600",London,True,15,7
Male,Middle-Aged,Married,Other/Sub Degree,British,Asian,"5,200 to 10,400",London,False,0,0
Female,Young,Single,A Levels,British,Mixed,"10,400 to 15,600",London,False,0,0
Male,Young,Married,Degree,English,White,"Above 36,400",London,True,10,5
Female,Young,Single,ONC/BTEC,English,White,"5,200 to 10,400",London,False,0,0
Male,Young,Single,No Qualification,Other,Chinese,"Under 2,600",London,True,20,10
Male,Young,Single,Degree,Other,Asian,"2,600 to 5,200",London,False,0,0
Female,Young,Single,Other/Sub Degree,Other,Black,"10,400 to 15,600",London,False,0,0
Female,Young,Single,Degree,British,Black,"2,600 to 5,200",London,False,0,0
Male,Young,Single,GCSE/CSE,British,Asian,"Under 2,600",London,True,20,10
Male,Young,Single,ONC/BTEC,British,Black,"10,400 to 15,600",London,True,20,10
Male,Old,Married,No Qualification,British,Chinese,"2,600 to 5,200",London,False,0,0
Male,Old,Married,No Qualification,British,White,"2,600 to 5,200",South East,False,0,0
Male,Old,Married,ONC/BTEC,British,White,"10,400 to 15,600",South East,True,7,7
Female,Old,Married,GCSE/O Level,English,White,"5,200 to 10,400",South East,False,0,0
Male,Middle-Aged,Married,No Qualification,British,Chinese,"10,400 to 15,600",South East,False,0,0
Female,Middle-Aged,Married,GCSE/O Level,British,White,"15,600 to 20,800",South East,False,0,0
Male,Middle-Aged,Married,A Levels,Scottish,White,"Above 36,400",South East,False,0,0
Male,Middle-Aged,Married,ONC/BTEC,English,White,"28,600 to 36,400",South East,False,0,0
Female,Young,Married,A Levels,English,White,"10,400 to 15,600",South East,True,10,5
Male,Young,Married,Higher/Sub Degree,English,White,"15,600 to 20,800",South East,False,0,0
Male,Middle-Aged,Divorced,Degree,English,White,"Above 36,400",South East,False,0,0
Male,Old,Married,GCSE/CSE,British,White,"10,400 to 15,600",South East,False,0,0
Male,Young,Single,Degree,English,White,"10,400 to 15,600",South East,False,0,0
Female,Young,Married,GCSE/O Level,English,White,"2,600 to 5,200",South East,False,0,0
Female,Middle-Aged,Married,GCSE/O Level,British,White,"Under 2,600",South East,False,0,0
Male,Middle-Aged,Single,No Qualification,British,White,"5,200 to 10,400",South East,False,0,0
Female,Young,Single,ONC/BTEC,English,White,"15,600 to 20,800",South East,False,0,0
Male,Young,Single,Other/Sub Degree,English,White,"2,600 to 5,200",South East,False,0,0
Male,Old,Married,No Qualification,English,White,"5,200 to 10,400",South East,False,0,0
Male,Old,Divorced,ONC/BTEC,English,White,"Above 36,400",South East,True,2,1
Male,Middle-Aged,Married,Degree,British,Chinese,"28,600 to 36,400",South East,False,0,0
Male,Old,Married,Higher/Sub Degree,English,White,"Above 36,400",South East,False,0,0
Female,Young,Single,Other/Sub Degree,Other,White,"2,600 to 5,200",South East,False,0,0
Female,Young,Single,GCSE/O Level,British,White,"2,600 to 5,200",South East,False,0,0
Male,Young,Single,GCSE/O Level,English,Black,"5,200 to 10,400",South East,True,10,10
Male,Middle-Aged,Married,Degree,British,Chinese,"Above 36,400",South East,False,0,0
Male,Old,Married,Higher/Sub Degree,British,White,"5,200 to 10,400",South East,False,0,0
Female,Old,Widowed,GCSE/O Level,English,White,"5,200 to 10,400",South East,False,0,0
Female,Young,Separated,No Qualification,British,White,"5,200 to 10,400",South East,False,0,0
Female,Young,Single,GCSE/CSE,English,White,"10,400 to 15,600",South East,True,15,7
Female,Old,Married,No Qualification,English,White,"10,400 to 15,600",South East,False,0,0
Female,Old,Widowed,No Qualification,Welsh,White,"2,600 to 5,200",South East,False,0,0
Female,Old,Married,No Qualification,English,White,"Under 2,600",South East,False,0,0
Female,Young,Married,GCSE/O Level,British,White,"10,400 to 15,600",South East,True,20,10
Female,Young,Married,No Qualification,British,White,"2,600 to 5,200",South East,False,0,0
Female,Young,Single,GCSE/O Level,English,White,"Under 2,600",South East,True,10,10
Male,Middle-Aged,Married,A Levels,British,White,"Above 36,400",South East,False,0,0
Male,Young,Single,Degree,English,Mixed,"Above 36,400",South East,False,0,0
Male,Middle-Aged,Single,No Qualification,British,White,"20,800 to 28,600",South East,True,20,20
Female,Old,Single,Higher/Sub Degree,English,White,"2,600 to 5,200",South East,False,0,0
Male,Middle-Aged,Married,A Levels,English,White,"15,600 to 20,800",South East,False,0,0
Female,Young,Married,Degree,English,White,"20,800 to 28,600",South East,False,0,0
Male,Middle-Aged,Single,GCSE/O Level,English,White,"Above 36,400",South East,True,10,20
Female,Middle-Aged,Married,Higher/Sub Degree,Scottish,White,"20,800 to 28,600",South East,False,0,0
Female,Old,Married,Degree,English,White,"2,600 to 5,200",South East,False,0,0
Female,Old,Married,Other/Sub Degree,English,White,"2,600 to 5,200",South East,False,0,0
Male,Old,Widowed,Other/Sub Degree,British,White,"20,800 to 28,600",South East,False,0,0
Female,Old,Widowed,Higher/Sub Degree,English,White,"20,800 to 28,600",South East,False,0,0
Female,Old,Separated,Higher/Sub Degree,English,White,"15,600 to 20,800",South East,False,0,0
Female,Old,Widowed,No Qualification,British,White,"2,600 to 5,200",South East,False,0,0
Female,Old,Widowed,Degree,British,White,"20,800 to 28,600",South East,False,0,0
Male,Old,Married,Other/Sub Degree,British,White,"Above 36,400",South East,False,0,0
Female,Middle-Aged,Married,A Levels,English,White,"28,600 to 36,400",South East,False,0,0
Female,Old,Widowed,No Qualification,English,White,"10,400 to 15,600",South East,False,0,0
Female,Old,Married,Higher/Sub Degree,English,White,"5,200 to 10,400",South East,False,0,0
Female,Young,Married,Higher/Sub Degree,Irish,White,"5,200 to 10,400",South East,False,0,0
Female,Young,Married,GCSE/O Level,British,White,"Under 2,600",South East,True,5,3
Female,Young,Divorced,GCSE/O Level,British,White,"10,400 to 15,600",South East,True,20,10
Female,Middle-Aged,Single,A Levels,English,White,"Above 36,400",South East,False,0,0
Male,Middle-Aged,Single,No Qualification,English,White,"20,800 to 28,600",South East,False,0,0
Female,Young,Single,Degree,English,White,"20,800 to 28,600",South East,False,0,0
Female,Old,Separated,No Qualification,English,White,"2,600 to 5,200",South East,False,0,0
Female,Middle-Aged,Married,No Qualification,English,White,"5,200 to 10,400",South East,True,20,20
Male,Young,Single,GCSE/O Level,Scottish,White,"15,600 to 20,800",South East,False,0,0
Female,Middle-Aged,Single,Degree,English,White,"28,600 to 36,400",South East,False,0,0
Female,Old,Widowed,A Levels,English,White,"5,200 to 10,400",South East,False,0,0
Female,Middle-Aged,Widowed,No Qualification,British,White,"15,600 to 20,800",South East,False,0,0
Male,Old,Single,No Qualification,English,White,"2,600 to 5,200",South East,False,0,0
Female,Middle-Aged,Separated,GCSE/CSE,English,White,"5,200 to 10,400",South East,True,30,15
Male,Young,Divorced,ONC/BTEC,English,White,"Above 36,400",South East,True,30,15
Male,Middle-Aged,Single,GCSE/CSE,English,White,"2,600 to 5,200",South East,True,40,40
Male,Middle-Aged,Married,No Qualification,British,White,"15,600 to 20,800",South East,False,0,0
Female,Young,Single,No Qualification,English,White,"10,400 to 15,600",South East,False,0,0
Female,Young,Single,A Levels,English,White,"5,200 to 10,400",South East,False,0,0
Male,Middle-Aged,Married,Degree,Welsh,White,"28,600 to 36,400",South East,False,0,0
Female,Young,Single,Higher/Sub Degree,Other,White,"10,400 to 15,600",South East,False,0,0
Male,Middle-Aged,Married,GCSE/O Level,English,White,"20,800 to 28,600",South East,False,0,0
Male,Young,Married,Other/Sub Degree,English,White,"15,600 to 20,800",South East,False,0,0
Male,Young,Single,GCSE/CSE,English,White,"10,400 to 15,600",South East,True,20,20
Female,Young,Single,A Levels,British,White,"Under 2,600",South East,True,5,5
Female,Old,Widowed,No Qualification,British,White,"10,400 to 15,600",South East,False,0,0
Male,Middle-Aged,Divorced,GCSE/O Level,English,White,"15,600 to 20,800",South East,True,20,20
Female,Young,Married,Degree,English,White,"28,600 to 36,400",South East,False,0,0
Female,Old,Married,GCSE/O Level,English,White,"2,600 to 5,200",South East,False,0,0
Male,Middle-Aged,Married,GCSE/O Level,English,White,"20,800 to 28,600",South East,False,0,0
Male,Old,Widowed,No Qualification,English,White,"10,400 to 15,600",South East,False,0,0
Female,Old,Separated,No Qualification,British,White,"2,600 to 5,200",South East,False,0,0
Male,Middle-Aged,Divorced,A Levels,English,White,"20,800 to 28,600",South East,True,10,5
Female,Old,Widowed,No Qualification,English,White,"5,200 to 10,400",South East,True,5,5
Female,Young,Single,GCSE/O Level,English,White,"Under 2,600",South East,True,10,5
Male,Middle-Aged,Divorced,No Qualification,English,White,"10,400 to 15,600",South East,False,0,0
Male,Old,Married,No Qualification,English,White,"2,600 to 5,200",South East,True,15,15
Female,Old,Widowed,No Qualification,English,White,"5,200 to 10,400",South East,False,0,0
Male,Young,Married,A Levels,British,White,"Under 2,600",South East,False,0,0
Male,Middle-Aged,Widowed,No Qualification,English,White,"5,200 to 10,400",South East,True,10,20
Male,Old,Married,No Qualification,English,White,"5,200 to 10,400",South East,False,0,0
Male,Middle-Aged,Single,Degree,British,White,"20,800 to 28,600",South East,True,12,6
Male,Middle-Aged,Married,Higher/Sub Degree,English,White,"Above 36,400",South East,False,0,0
Female,Middle-Aged,Divorced,No Qualification,Irish,Mixed,"2,600 to 5,200",South East,True,40,20
Male,Young,Married,GCSE/O Level,English,White,"15,600 to 20,800",South East,False,0,0
Male,Young,Married,ONC/BTEC,British,White,"2,600 to 5,200",South East,False,0,0
Female,Middle-Aged,Married,GCSE/O Level,English,White,"10,400 to 15,600",South East,False,0,0
Female,Old,Widowed,Higher/Sub Degree,English,White,"20,800 to 28,600",South East,False,0,0
Male,Old,Married,No Qualification,English,White,"2,600 to 5,200",South East,True,10,10
Female,Young,Married,GCSE/CSE,British,White,"Under 2,600",South East,False,0,0
Female,Young,Divorced,No Qualification,English,White,"5,200 to 10,400",South East,False,0,0
Male,Young,Single,Other/Sub Degree,British,White,"10,400 to 15,600",South East,False,0,0
Female,Middle-Aged,Separated,No Qualification,English,White,"5,200 to 10,400",South East,False,0,0
Male,Middle-Aged,Married,Degree,English,White,"Above 36,400",South East,False,0,0
Female,Old,Widowed,GCSE/O Level,Scottish,White,"15,600 to 20,800",South East,False,0,0
Female,Old,Widowed,Higher/Sub Degree,British,White,"10,400 to 15,600",South East,False,0,0
Male,Young,Married,GCSE/CSE,English,White,"20,800 to 28,600",South East,False,0,0
Female,Young,Married,Degree,British,White,"2,600 to 5,200",South East,False,0,0
Female,Middle-Aged,Single,No Qualification,English,White,"2,600 to 5,200",South East,True,20,20
Male,Young,Single,ONC/BTEC,Other,White,"20,800 to 28,600",South East,False,0,0
Male,Middle-Aged,Married,GCSE/O Level,English,White,"20,800 to 28,600",South East,False,0,0
Male,Old,Widowed,Degree,English,White,"28,600 to 36,400",South East,False,0,0
Female,Old,Widowed,GCSE/O Level,English,White,"2,600 to 5,200",South East,False,0,0
Female,Middle-Aged,Divorced,No Qualification,English,White,"15,600 to 20,800",South East,True,5,5
Male,Middle-Aged,Divorced,ONC/BTEC,British,White,"Above 36,400",South East,True,15,10
Male,Young,Single,GCSE/O Level,British,White,"2,600 to 5,200",South East,True,60,40
Female,Old,Married,No Qualification,English,White,"5,200 to 10,400",South East,False,0,0
Female,Old,Divorced,No Qualification,British,White,"5,200 to 10,400",South East,False,0,0
Male,Middle-Aged,Married,ONC/BTEC,English,White,"28,600 to 36,400",South East,False,0,0
Male,Young,Married,A Levels,English,White,"20,800 to 28,600",South East,True,20,10
Male,Old,Married,No Qualification,English,White,"5,200 to 10,400",South East,False,0,0
Male,Old,Married,Other/Sub Degree,English,Chinese,"5,200 to 10,400",South East,False,0,0
Male,Old,Married,GCSE/O Level,English,Chinese,"20,800 to 28,600",South East,False,0,0
Female,Old,Married,No Qualification,British,White,"5,200 to 10,400",South East,False,0,0
Female,Middle-Aged,Single,No Qualification,British,White,"15,600 to 20,800",South East,False,0,0
Female,Young,Single,Degree,English,White,"20,800 to 28,600",South East,False,0,0
Male,Middle-Aged,Married,No Qualification,English,White,"20,800 to 28,600",South East,True,30,30
Male,Young,Married,Degree,British,White,"20,800 to 28,600",South East,False,0,0
Male,Middle-Aged,Divorced,No Qualification,British,White,"10,400 to 15,600",South East,False,0,0
Male,Young,Single,Degree,British,White,"15,600 to 20,800",South East,True,5,5
Female,Old,Widowed,No Qualification,British,White,"15,600 to 20,800",South East,False,0,0
Male,Young,Married,Degree,English,White,"Above 36,400",South East,True,0,4
Female,Young,Single,Degree,English,White,"5,200 to 10,400",South East,False,0,0
Female,Young,Single,Degree,English,Mixed,"15,600 to 20,800",South East,True,10,6
Male,Middle-Aged,Married,Degree,Other,White,"5,200 to 10,400",South East,True,40,40
Male,Middle-Aged,Single,Higher/Sub Degree,British,White,"20,800 to 28,600",South East,False,0,0
Female,Young,Single,Degree,English,White,"15,600 to 20,800",South East,False,0,0
Male,Old,Married,No Qualification,British,White,"5,200 to 10,400",South East,False,0,0
Male,Middle-Aged,Married,Degree,British,White,"Above 36,400",South East,False,0,0
Male,Young,Single,Degree,English,Black,"28,600 to 36,400",South East,False,0,0
Female,Middle-Aged,Married,No Qualification,British,White,"Above 36,400",South East,True,12,12
Female,Middle-Aged,Married,Higher/Sub Degree,English,White,"20,800 to 28,600",South East,False,0,0
Male,Middle-Aged,Married,Degree,British,White,"Above 36,400",South East,False,0,0
Female,Young,Married,Degree,British,White,"20,800 to 28,600",South East,False,0,0
Female,Middle-Aged,Married,GCSE/O Level,British,White,"5,200 to 10,400",South East,True,20,20
Female,Middle-Aged,Married,GCSE/CSE,British,White,"5,200 to 10,400",South East,True,20,20
Male,Middle-Aged,Married,Degree,British,White,"Above 36,400",South East,True,35,35
Male,Middle-Aged,Single,A Levels,English,White,"15,600 to 20,800",South East,False,0,0
Male,Middle-Aged,Married,GCSE/O Level,English,White,"5,200 to 10,400",South East,False,0,0
Female,Young,Married,GCSE/O Level,British,White,"10,400 to 15,600",South East,True,10,7
Male,Old,Married,Other/Sub Degree,British,White,"5,200 to 10,400",South East,True,5,5
Female,Middle-Aged,Single,No Qualification,English,White,"2,600 to 5,200",South East,False,0,0
Male,Young,Married,Higher/Sub Degree,British,White,"28,600 to 36,400",South East,False,0,0
Male,Middle-Aged,Married,Other/Sub Degree,English,White,"15,600 to 20,800",South East,True,15,10
Female,Old,Widowed,ONC/BTEC,English,White,"5,200 to 10,400",South East,False,0,0
Female,Middle-Aged,Married,Higher/Sub Degree,Other,White,"Under 2,600",South East,False,0,0
Female,Young,Married,ONC/BTEC,English,White,"Under 2,600",South East,False,0,0
Male,Old,Divorced,Other/Sub Degree,English,White,"5,200 to 10,400",South East,False,0,0
Female,Old,Married,No Qualification,English,White,"Under 2,600",South East,True,10,10
Female,Young,Married,GCSE/O Level,British,White,"Under 2,600",South East,False,0,0
Male,Old,Married,Other/Sub Degree,English,White,"10,400 to 15,600",South East,False,0,0
Male,Young,Married,No Qualification,British,White,"28,600 to 36,400",South East,False,0,0
Male,Middle-Aged,Married,Higher/Sub Degree,British,White,"20,800 to 28,600",South East,False,0,0
Male,Middle-Aged,Married,No Qualification,English,White,"20,800 to 28,600",South East,False,0,0
Male,Old,Widowed,No Qualification,English,White,"5,200 to 10,400",South East,False,0,0
Female,Young,Single,GCSE/O Level,English,White,"2,600 to 5,200",South East,False,0,0
Male,Middle-Aged,Single,GCSE/O Level,British,White,"10,400 to 15,600",South East,True,15,15
Male,Middle-Aged,Single,No Qualification,English,White,"Under 2,600",South East,True,10,10
Female,Old,Married,GCSE/O Level,English,White,"10,400 to 15,600",South East,False,0,0
Female,Old,Married,GCSE/O Level,British,White,"2,600 to 5,200",South East,False,0,0
Female,Young,Single,Higher/Sub Degree,English,White,"15,600 to 20,800",South East,True,20,20
Female,Middle-Aged,Widowed,GCSE/CSE,English,White,"20,800 to 28,600",South East,True,25,25
Female,Middle-Aged,Married,Higher/Sub Degree,English,White,"10,400 to 15,600",South East,False,0,0
Female,Young,Married,Degree,British,White,"10,400 to 15,600",South East,False,0,0
Male,Young,Married,Degree,English,White,"Above 36,400",South East,False,0,0
Female,Old,Married,GCSE/O Level,English,White,"5,200 to 10,400",South East,False,0,0
Female,Middle-Aged,Married,GCSE/CSE,English,White,"2,600 to 5,200",South East,False,0,0
Male,Old,Married,Degree,British,White,"20,800 to 28,600",South East,False,0,0
Female,Old,Married,GCSE/CSE,English,White,"5,200 to 10,400",South East,False,0,0
Male,Young,Married,GCSE/O Level,English,White,"20,800 to 28,600",South East,False,0,0
Female,Young,Married,GCSE/O Level,English,White,"5,200 to 10,400",South East,False,0,0
Male,Young,Single,GCSE/CSE,English,White,"2,600 to 5,200",South East,False,0,0
Female,Middle-Aged,Married,GCSE/O Level,British,White,"Under 2,600",South East,False,0,0
Female,Middle-Aged,Married,GCSE/O Level,British,White,"5,200 to 10,400",South East,False,0,0
Female,Young,Single,A Levels,British,White,"Under 2,600",South East,False,0,0
Male,Old,Separated,A Levels,English,White,"15,600 to 20,800",South East,False,0,0
Female,Young,Single,Higher/Sub Degree,Other,White,"15,600 to 20,800",South East,True,12,15
Female,Middle-Aged,Married,GCSE/CSE,British,White,"Under 2,600",South East,True,30,18
Male,Old,Single,GCSE/CSE,English,White,"5,200 to 10,400",South East,False,0,0
Female,Old,Married,GCSE/O Level,British,White,"2,600 to 5,200",South East,False,0,0
Male,Old,Married,ONC/BTEC,English,White,"Above 36,400",South East,False,0,0
Male,Young,Married,ONC/BTEC,British,White,"15,600 to 20,800",South East,True,15,15
Female,Young,Single,GCSE/O Level,British,White,"2,600 to 5,200",South East,False,0,0
Female,Middle-Aged,Divorced,Degree,British,White,"5,200 to 10,400",South East,False,0,0
Male,Young,Single,GCSE/CSE,British,White,"20,800 to 28,600",South East,False,0,0
Female,Old,Married,No Qualification,English,White,"2,600 to 5,200",South East,False,0,0
Female,Middle-Aged,Single,Higher/Sub Degree,English,White,"20,800 to 28,600",South East,False,0,0
Female,Old,Divorced,GCSE/O Level,English,White,"5,200 to 10,400",South East,False,0,0
Female,Old,Widowed,No Qualification,English,Chinese,"5,200 to 10,400",South East,False,0,0
Male,Young,Single,GCSE/O Level,English,White,"10,400 to 15,600",South East,True,10,20
Female,Young,Single,A Levels,British,Chinese,"10,400 to 15,600",South East,False,0,0
Male,Middle-Aged,Married,Degree,British,White,"28,600 to 36,400",South East,False,0,0
Male,Young,Married,GCSE/CSE,English,White,"5,200 to 10,400",South East,False,0,0
Male,Young,Married,GCSE/CSE,English,White,"20,800 to 28,600",South East,False,0,0
Female,Old,Widowed,GCSE/O Level,British,White,"2,600 to 5,200",South East,False,0,0
Female,Middle-Aged,Single,No Qualification,English,White,"5,200 to 10,400",South East,False,0,0
Female,Young,Married,GCSE/CSE,Irish,White,"15,600 to 20,800",South East,True,20,20
Female,Young,Married,Degree,English,White,"28,600 to 36,400",South East,False,0,0
Female,Young,Married,Degree,British,White,"5,200 to 10,400",South East,True,7,7
Male,Old,Married,No Qualification,English,White,"5,200 to 10,400",South East,False,0,0
Female,Old,Married,No Qualification,English,White,"Under 2,600",South East,False,0,0
Female,Old,Married,No Qualification,English,White,"5,200 to 10,400",South East,False,0,0
Female,Young,Single,GCSE/O Level,English,White,"2,600 to 5,200",South East,True,25,25
Female,Old,Married,No Qualification,British,White,"2,600 to 5,200",South East,False,0,0
Female,Old,Widowed,No Qualification,British,White,"5,200 to 10,400",South East,True,8,8
Female,Young,Single,GCSE/CSE,English,White,"10,400 to 15,600",South East,True,20,15
Female,Middle-Aged,Divorced,GCSE/O Level,English,White,"2,600 to 5,200",South East,False,0,0
Female,Young,Single,GCSE/O Level,British,White,"5,200 to 10,400",South East,True,15,15
Female,Young,Single,No Qualification,Welsh,White,"2,600 to 5,200",South East,True,5,5
Female,Middle-Aged,Divorced,Other/Sub Degree,Welsh,White,"5,200 to 10,400",South East,True,30,30
Female,Old,Widowed,No Qualification,English,White,"5,200 to 10,400",South East,False,0,0
Male,Young,Married,Degree,British,Asian,"15,600 to 20,800",South East,False,0,0
Male,Middle-Aged,Single,No Qualification,English,White,"5,200 to 10,400",South East,True,25,25
Male,Old,Widowed,Other/Sub Degree,Scottish,White,"5,200 to 10,400",South East,False,0,0
Female,Old,Divorced,No Qualification,English,White,"Under 2,600",South East,False,0,0
Male,Middle-Aged,Divorced,Other/Sub Degree,English,White,"5,200 to 10,400",South East,True,15,15
Female,Middle-Aged,Divorced,No Qualification,English,White,"5,200 to 10,400",South East,False,0,0
Female,Young,Married,A Levels,English,White,"Under 2,600",South West,True,10,0
Female,Old,Married,No Qualification,English,White,"2,600 to 5,200",South West,False,0,0
Female,Old,Married,No Qualification,British,White,"Under 2,600",South West,False,0,0
Female,Middle-Aged,Married,Other/Sub Degree,British,White,"15,600 to 20,800",South West,False,0,0
Female,Old,Married,No Qualification,English,White,"2,600 to 5,200",South West,False,0,0
Female,Young,Married,Other/Sub Degree,British,White,"10,400 to 15,600",South West,False,0,0
Male,Old,Married,Other/Sub Degree,English,White,"5,200 to 10,400",South West,False,0,0
Female,Young,Married,ONC/BTEC,British,White,"5,200 to 10,400",South West,False,0,0
Male,Young,Single,Other/Sub Degree,English,White,"5,200 to 10,400",South West,False,0,0
Female,Old,Married,Other/Sub Degree,English,White,"2,600 to 5,200",South West,False,0,0
Female,Middle-Aged,Divorced,No Qualification,British,White,"5,200 to 10,400",South West,True,10,5
Male,Young,Married,Degree,British,White,"20,800 to 28,600",South West,False,0,0
Female,Middle-Aged,Married,ONC/BTEC,British,White,"5,200 to 10,400",South West,False,0,0
Female,Old,Married,No Qualification,British,White,"2,600 to 5,200",South West,False,0,0
Female,Middle-Aged,Divorced,Higher/Sub Degree,English,White,"5,200 to 10,400",South West,False,0,0
Female,Middle-Aged,Divorced,GCSE/O Level,English,White,"10,400 to 15,600",South West,True,5,0
Female,Old,Widowed,No Qualification,British,White,"2,600 to 5,200",South West,True,3,3
Female,Old,Widowed,No Qualification,English,White,"5,200 to 10,400",South West,False,0,0
Female,Old,Married,Higher/Sub Degree,English,White,"10,400 to 15,600",South West,False,0,0
Female,Young,Divorced,GCSE/O Level,British,White,"5,200 to 10,400",South West,False,0,0
Male,Young,Married,ONC/BTEC,English,White,"10,400 to 15,600",South West,False,0,0
Female,Young,Married,GCSE/O Level,English,White,"10,400 to 15,600",South West,True,10,6
Male,Old,Divorced,No Qualification,English,White,"5,200 to 10,400",South West,False,0,0
Male,Old,Married,No Qualification,English,White,"2,600 to 5,200",South West,False,0,0
Male,Middle-Aged,Married,GCSE/O Level,English,White,"10,400 to 15,600",South West,True,20,20
Female,Middle-Aged,Widowed,No Qualification,English,White,"5,200 to 10,400",South West,False,0,0
Female,Middle-Aged,Married,ONC/BTEC,English,White,"10,400 to 15,600",South West,False,0,0
Male,Young,Married,GCSE/O Level,English,White,"Above 36,400",South West,False,0,0
Female,Middle-Aged,Married,Higher/Sub Degree,English,White,"20,800 to 28,600",South West,False,0,0
Female,Old,Widowed,No Qualification,English,White,"5,200 to 10,400",South West,False,0,0
Male,Old,Married,Degree,British,White,"15,600 to 20,800",South West,False,0,0
Female,Young,Married,GCSE/O Level,British,White,"10,400 to 15,600",South West,False,0,0
Female,Young,Single,ONC/BTEC,British,White,"2,600 to 5,200",South West,False,0,0
Female,Young,Married,Degree,English,White,"20,800 to 28,600",South West,False,0,0
Male,Young,Married,Other/Sub Degree,British,White,"15,600 to 20,800",South West,False,0,0
Male,Young,Single,No Qualification,British,White,"15,600 to 20,800",South West,True,40,20
Male,Old,Married,No Qualification,English,White,"5,200 to 10,400",South West,True,30,10
Female,Old,Widowed,No Qualification,English,White,"2,600 to 5,200",South West,False,0,0
Female,Middle-Aged,Married,No Qualification,English,White,"5,200 to 10,400",South West,False,0,0
Female,Old,Divorced,GCSE/O Level,English,White,"10,400 to 15,600",South West,False,0,0
Female,Middle-Aged,Single,Degree,British,White,"15,600 to 20,800",South West,False,0,0
Male,Middle-Aged,Separated,GCSE/O Level,Welsh,White,"10,400 to 15,600",South West,False,0,0
Male,Middle-Aged,Married,GCSE/O Level,English,White,"2,600 to 5,200",South West,False,0,0
Female,Young,Single,GCSE/O Level,English,White,"Under 2,600",South West,True,20,10
